Commercial,Industrial,Residential,Transportation
2819.021716,9037.276402,6613.84974,11636.13042
2975.743521,9142.379661,10790.50274,18677.95747
6404.892898,9033.69821,22272.4068,26589.70553
7217.950763,9163.568619,26351.14645,47658.37539
7678.533262,9404.868734,27230.29959,53854.39428
8521.301267,9750.802815,23968.73736,52076.11878
9276.73309,9806.192013,23949.35319,58395.74109
9834.605923,9829.754554,24757.61216,70334.64975
10302.35754,9919.347674,23506.19567,80096.01029
10683.31374,10025.03914,23327.92327,83283.26903
10886.10997,10089.7656,22068.23443,94845.69274
10693.8954,9917.737672,23842.26763,124481.8813
10347.78988,9654.408973,23023.39535,160434.6412
3058.839039,9181.906902,25824.27898,181343.4493
2868.275569,9027.610851,28713.40422,141412.8191
2784.251797,9278.218505,27208.34947,84195.31271
2685.761048,9477.359011,26877.40825,62773.36951
2560.544748,9413.220479,26468.40751,47480.85749
2462.143192,9216.238752,23110.75844,39469.97193
2455.402556,8971.46234,17467.78023,31034.11896
2739.36449,7803.207067,12226.54038,35878.85876
2801.30674,7909.31214,7069.012958,22606.36288
2873.424102,7771.576258,5878.446156,19123.03742
2986.416017,7668.145476,5230.752475,16361.30227
3148.653088,7688.79837,4580.505769,11705.20959
3266.534906,7606.259748,6959.716852,13453.3587
7107.091636,7449.025143,12442.54239,8452.487681
7460.782461,7198.455167,23553.56366,14776.0946
7801.12614,7139.508397,30016.35987,27747.59313
8270.789115,7088.602257,36769.35721,47808.12314
9007.646277,7126.214501,38187.98942,66693.8933
9708.291409,7207.538928,36961.68415,86062.48473
10134.23606,7213.423584,35372.28183,106403.7364
10517.29466,7268.431925,35507.06256,111439.1123
10733.43225,7370.99524,34281.87224,115146.4537
10690.05413,7443.769973,32235.41857,122256.3724
10471.11171,7442.295085,29929.91048,132876.7411
3199.530354,7274.809512,32800.86517,124033.006
3063.113472,7177.148159,33924.90531,137188.7364
3016.18031,7311.647358,34445.85243,137284.4073
2998.885736,7557.094699,32175.77195,120084.6723
2871.458681,7526.009697,31548.51188,99716.11377
2734.642936,7530.359773,29362.64182,85542.31561
2690.316763,7772.478137,21550.57568,62535.58429
2707.936674,7649.015663,12666.22448,38749.08475
2746.256143,7810.544684,7083.47069,22224.04274
2814.759846,7672.334415,5896.052119,18801.07825
2922.533818,7562.659186,5239.789858,16071.40133
3069.908742,7553.030344,4592.477641,11464.20139
3177.958209,7440.696832,6896.206359,13132.84694
6523.066668,7251.705223,12321.47126,8247.883819
6856.78888,7008.70303,23191.63024,14407.43444
7327.347598,6967.771033,29594.36098,27054.34995
7773.478562,6947.027788,36339.82264,46751.56074
8506.149493,7018.320402,38055.24059,65607.80445
9171.721835,7143.120358,37203.92748,85324.37434
9720.319599,7187.793783,35993.47427,106113.4853
10159.14904,7275.006945,36449.35512,111911.3204
10412.44648,7386.867713,35401.89778,115894.9739
10432.35653,7473.920595,33512.17803,123271.098
10227.94477,7491.329028,31348.95906,134607.3468
3263.381916,7352.720028,34477.14317,126297.4352
3126.368402,7263.477934,35601.94866,139765.5435
3091.83358,7445.254258,36257.34486,140623.2439
3075.298111,7703.777341,33797.36455,123069.3509
2936.164959,7667.641072,32935.77909,101979.7988
2776.196008,7633.142194,30379.90113,86976.37606
2707.297377,7952.785412,22186.82804,62040.3816
2489.347771,8943.601211,12161.34302,24015.91386
2485.594404,8879.42464,7632.201555,15872.11588
2510.838402,8905.035799,5209.556183,12224.79409
2618.775547,8964.914648,4748.442928,12559.08714
2793.630769,9098.451526,6655.699768,11633.20332
2970.160757,9266.618628,10895.48786,18770.34154
6663.071683,9203.553213,22555.95345,26789.98962
7626.513555,9366.851379,26877.81091,48279.66825
8172.288206,9633.198875,27991.28242,54797.76331
9066.114337,10008.64465,24845.7045,53167.15478
9905.074457,10093.80308,24999.61262,59702.32492
10503.70146,10133.42293,25937.46379,71977.31341
11014.3494,10243.74775,24782.63977,82048.03594
11416.83988,10349.42666,24720.42554,85287.4687
11673.7431,10404.44471,23591.27968,97137.13591
11523.54943,10244.05153,25523.78375,127641.7418
11214.6094,9990.559765,24846.73349,165050.3527
3149.516912,9525.757746,27911.71395,187390.3977
2976.623653,9401.666108,30925.40114,147402.913
2889.595907,9648.36965,29217.00615,87724.42634
2783.867848,9850.413031,28670.87832,65246.60246
2642.487336,9738.176027,27961.80346,49134.10516
2515.162458,9459.664403,24199.31274,40473.73829
2476.661554,9230.868823,18167.53016,30366.9559
2510.301514,9133.323998,11966.49363,21056.02359
2518.431286,8997.590814,7782.007965,16108.2467
2537.104645,8987.893994,5317.751549,12367.31848
2634.915749,9009.392364,4831.205007,12645.52034
2798.903399,9108.991826,6712.008263,11665.06437
2958.532811,9237.437204,10905.61535,18698.73887
6743.301529,9168.8818,22446.22825,26574.28521
7713.125966,9352.247647,26690.31989,47925.09368
8087.021206,9600.729437,27718.32663,54321.62678
8815.807864,9962.404753,24594.41283,52692.02072
9570.543404,10023.7615,24683.89818,59041.64051
10081.75056,10030.54177,25461.93948,70958.21059
10524.45437,10113.66303,24177.41181,80662.4445
10854.14071,10191.35936,23936.70101,83650.75348
11028.85842,10229.27056,22619.75389,95093.82081
10832.05653,10049.37993,24371.59243,124759.3606
10502.0975,9793.317234,23568.11548,161256.7705
3073.066026,9347.202404,26521.0265,183209.2123
2900.146615,9216.684592,29450.01951,143680.4569
2826.617103,9496.338634,27932.90202,85794.15604
2730.774229,9720.550884,27599.89569,64055.95809
2604.712801,9633.899098,27166.3934,48448.02799
2478.563911,9354.98877,23548.2165,39910.06762
2438.831219,9128.833036,17657.15891,29930.84975
2476.549993,9041.233785,11606.58679,20787.27096
2488.302611,8920.797725,7527.838963,15932.95869
2503.981927,8904.350639,5114.156793,12224.51416
2602.942644,8925.860243,4662.045505,12508.59545
2771.327206,9043.0783,6551.163967,11559.94994
2929.367936,9170.74166,10698.95073,18531.38045
6558.618946,9085.602978,22067.34734,26297.92506
7421.494469,9276.717117,26229.09521,47526.53118
7759.608554,9540.622657,27210.74175,53936.54827
8472.556728,9899.281477,24025.74204,52309.95353
9230.516366,9969.685579,24040.91164,58692.95059
9775.784964,9993.335066,24810.24697,70645.5889
10244.2878,10100.11004,23540.19962,80583.16421
10595.35082,10216.977,23285.10149,83921.8839
10788.60447,10285.90394,21953.00674,95899.24508
10616.97933,10123.63732,23723.71643,126292.0671
10298.70097,9882.472723,22918.43243,163758.0853
3119.843897,9437.045739,25858.3229,186154.4024
2942.089845,9295.062513,28887.11178,145844.5438
2858.25774,9543.011038,27377.09231,86850.87273
2749.447283,9729.249516,27062.62928,64541.38519
2622.435913,9654.404359,26721.45226,48806.74182
2499.163872,9380.268126,23194.88574,40215.06589
2456.512065,9135.929956,17347.12958,30106.50612
2480.960497,9017.568275,11436.83434,20807.43896
2493.265105,8898.06421,7367.928765,15938.51499
2513.958126,8893.344685,4970.587611,12239.07639
2616.550613,8928.816002,4529.208998,12538.79539
2786.489049,9045.470913,6425.285675,11588.8096
2940.295076,9155.966777,10594.82062,18564.82767
6389.033163,9069.806007,22000.61488,26422.13276
7228.912983,9242.38032,26176.74123,47669.79141
7651.818869,9514.635947,27140.23643,54122.39027
8492.416469,9894.153631,24003.99261,52579.57001
9327.426023,10008.71209,24064.12682,59261.86406
9919.252313,10042.15738,24899.14229,71411.98381
10408.99966,10142.69289,23678.04631,81403.47894
10787.42253,10261.08656,23520.25652,84704.30284
11033.68579,10348.1011,22319.92695,96801.77066
10894.86215,10204.38927,24210.69297,127468.2759
10549.09866,9941.305152,23484.56272,164698.9384
3118.374895,9468.778894,26483.76661,186671.8609
2931.980837,9309.840102,29554.03549,145911.5402
2847.556226,9563.245294,28027.79303,86863.0408
2744.148644,9762.165441,27621.88431,64610.59281
2624.515371,9700.445019,27172.83232,48960.36026
2504.253469,9432.048577,23537.00406,40360.72213
2467.320609,9204.269819,17587.60528,30275.01157
2488.392044,9048.694354,11661.36293,20864.04983
2501.986394,8929.998569,7487.839276,15985.55116
2519.783843,8921.352237,5045.115214,12262.32978
2616.533579,8936.460404,4572.007629,12544.75152
2780.389001,9026.923387,6440.402246,11568.17168
2929.405702,9128.947635,10580.55977,18527.47239
6342.653047,9058.067852,22008.46914,26436.65352
7249.405668,9241.688901,26330.06823,47727.29514
7870.837434,9545.186741,27435.43301,54284.22482
8862.814832,9942.101623,24390.23537,52760.30456
9795.396192,10041.77347,24600.14438,59378.91286
10481.5739,10078.21453,25639.48469,71532.03071
11033.36279,10181.46421,24592.14291,81428.85095
11486.85992,10301.81785,24629.33329,84662.65133
11786.41032,10375.43356,23605.32509,96540.94935
11675.52912,10211.2442,25633.91877,126817.4282
11372.64467,9938.68879,25138.49633,163511.7074
3072.347843,9428.64284,28163.84065,184200.6157
2879.234978,9238.192041,31050.52353,143391.8617
2783.064619,9430.832994,29182.94553,84962.92111
2679.437937,9603.142048,28493.45329,63167.1359
2579.628326,9597.721466,27922.23218,48165.43502
2485.239095,9408.85879,24223.99631,40071.84827
2474.13022,9132.335197,18256.0124,31440.21601
2742.517425,7879.817649,12989.47009,36075.708
2812.140113,8002.951857,7584.595088,22806.54508
2884.576687,7860.60515,6253.198855,19286.74934
2996.796541,7747.260221,5533.157346,16479.42252
3160.792717,7770.582772,4852.468705,11802.66251
3281.531601,7698.098205,7266.157012,13590.9924
7351.720614,7565.430409,12895.35534,8597.211366
7878.102543,7309.302379,24381.27971,14990.04507
8586.14127,7284.392785,31174.72326,28206.61037
9379.944308,7277.362888,38368.48208,48762.97731
10393.34696,7315.17138,40262.9533,68008.13948
11318.26817,7398.244797,39328.64143,87664.33451
11910.59442,7410.939389,37992.16388,108373.0974
12428.92689,7460.480554,38342.47264,113409.3102
12730.78238,7533.237537,37249.1971,116598.7331
12766.11859,7586.838161,35356.30309,123417.8517
12440.61857,7549.01863,33227.31681,133795.9372
3203.69778,7358.123127,36392.39095,124699.3153
3083.487371,7287.694357,37610.42559,138581.3444
3036.166283,7402.479733,37912.59613,138600.9252
3017.287799,7627.136683,35180.10163,121062.9021
2902.343972,7623.908652,34301.03621,100994.1329
2782.960589,7662.625967,31805.38597,87235.33449
2744.304789,7931.244386,23487.35699,63919.91852
2767.0226,7846.987973,14033.95103,39703.01373
2806.583741,7983.536158,8086.355372,22759.2831
2880.333835,7833.454379,6683.857568,19234.88737
2992.820444,7715.71566,5907.243905,16433.19106
3143.781781,7704.886369,5151.793558,11722.09669
3255.982934,7597.589011,7488.8983,13454.91185
7002.597388,7413.693983,13136.98513,8481.524165
7491.688114,7163.829449,24599.77517,14744.22754
8163.915245,7133.640669,31380.45302,27637.4251
8790.349672,7110.562948,38361.66448,47553.00192
9741.270108,7168.496089,40403.28245,66523.31517
10548.89534,7302.851847,39707.89562,86357.81734
11229.36208,7339.327114,38598.73476,107243.3979
11672.4331,7412.373476,39116.28074,112657.9789
11981.56162,7503.327531,38227.07405,116254.841
12038.95499,7566.203482,36473.05231,123338.2891
11879.04916,7571.983355,34477.31104,134503.116
3244.746529,7421.223593,37806.27157,125974.588
3123.233313,7354.160304,38900.77074,140072.6186
3087.765743,7508.096612,39285.119,140721.0745
3071.51284,7743.690614,36512.0168,123031.1275
2949.537445,7730.903446,35565.39686,102501.6693
2810.993801,7743.096129,32836.65887,88103.91869
2748.69838,8086.738184,24190.72635,62989.87991
2541.128102,9179.668378,13624.57406,24500.05629
2549.708169,9137.788774,8703.192358,16269.65355
2579.781084,9174.643265,6060.116724,12532.35531
2694.583142,9241.891893,5490.28225,12906.71427
2876.825665,9390.853767,7338.232479,11955.84229
3042.44779,9515.415355,11596.21205,19233.90697
7103.132378,9425.556282,23588.19462,27463.28822
8166.793707,9556.02549,28094.67861,49185.95621
9169.309264,9844.197668,29355.76849,55762.4608
10482.55161,10225.29901,26372.91922,54025.65809
11632.674,10306.68967,26876.06129,60643.54716
12403.2196,10350.54245,27989.82713,73133.89538
13060.1121,10449.38222,27031.94858,83385.13921
13610.42097,10550.98488,27141.81518,86714.73636
13926.21165,10585.13446,26141.42926,98602.00981
13758.88794,10390.69903,28217.11752,129252.641
13384.7871,10112.72424,27657.39807,166697.3098
3166.632276,9618.92188,30820.22728,188659.3851
2986.183858,9499.061887,33714.37006,148035.3198
2896.984059,9741.20004,31795.34165,88064.94108
2800.298698,9959.338136,30996.85493,65642.25785
2678.815427,9924.120364,30166.21003,49784.48366
2563.691864,9682.587575,26165.02155,41218.21511
2531.212281,9460.830723,19748.02406,30990.63129
2570.774348,9372.848581,13201.92615,21506.73231
2593.757026,9266.501611,8650.977076,16526.71345
2616.506257,9259.785458,5978.94736,12683.31216
2723.465387,9282.673378,5386.548287,13004.34057
2894.953401,9382.652653,7233.215493,11983.28871
3059.553481,9498.743574,11488.84194,19251.78239
6946.786097,9398.212355,23459.69492,27480.50216
7922.460896,9492.392266,27793.14464,49065.2613
8793.308813,9742.853759,28862.37641,55383.081
10003.60763,10122.07973,25782.64665,53644.87055
11021.64649,10170.68674,26098.64329,60054.18235
11727.49878,10206.92795,27148.97071,72392.53456
12326.55577,10318.56126,26160.70959,82615.42955
12786.28536,10427.79223,26135.2504,85957.34552
13026.35349,10471.55854,24997.85254,97781.10652
12844.06505,10296.22272,26982.5298,128388.3943
12452.0228,10011.01285,26363.6708,165549.4695
3132.674738,9538.001743,29460.13429,187490.7701
2952.574039,9397.080729,32443.23994,146917.1981
2863.34533,9619.666511,30624.09843,87311.64834
2759.536523,9794.131801,29827.68345,64829.56943
2631.328413,9710.361259,29024.29198,48971.31069
2518.105382,9462.315789,25135.41082,40482.50087
2488.00391,9249.710644,18899.54395,30435.03489
2529.158856,9179.359441,12527.04131,21150.15614
2548.930342,9068.852285,8194.066995,16229.0182
2571.806685,9071.008186,5619.44449,12459.53465
2676.053784,9100.844155,5070.978452,12772.32951
2841.339926,9193.948268,6905.57649,11762.29953
3001.674975,9296.730538,11112.5645,18891.64708
6671.951571,9189.576436,22774.60184,26950.03802
7611.675578,9296.95373,27038.69917,48208.48002
8390.376182,9574.915468,28203.44946,54659.40786
9496.276456,9971.264758,25221.90976,53093.9637
10500.16236,10080.03395,25597.30049,59773.94728
11209.23951,10129.5317,26667.96452,72094.33377
11804.25708,10243.53053,25697.42063,82286.39679
12300.87271,10385.23067,25749.17904,85757.99442
12632.23283,10482.15307,24735.64014,97894.17011
12530.64334,10349.84076,26842.8755,128883.9344
12198.96775,10114.40984,26276.36514,166666.4517
3163.024308,9638.162949,29383.88845,188859.2955
2978.048671,9492.122446,32359.99278,148110.3067
2874.784338,9690.916533,30375.15897,87731.51126
2773.757634,9887.833411,29698.43182,65260.83791
2645.69736,9813.690462,28927.89135,49329.51548
2532.381613,9562.386691,25090.54084,40820.15779
2496.988792,9331.286035,18859.68483,30644.28911
2527.629949,9176.341089,12570.57208,21167.22362
2547.207185,9065.567412,8214.151248,16241.43263
2570.282601,9081.112384,5647.125395,12478.44632
2675.983896,9115.950886,5096.783169,12797.18205
2843.426837,9213.799245,6939.839809,11790.8479
3002.466227,9324.58402,11141.67683,18910.9182
6729.608713,9237.67764,22881.1253,26983.81027
7686.988587,9372.259583,27265.76249,48411.59695
8498.426849,9674.031039,28518.7839,55077.04518
9659.758141,10076.99886,25585.06492,53570.09638
10712.13078,10189.09715,25980.75054,60302.49358
11437.15706,10233.82228,27041.67328,72699.53254
12032.51962,10341.56086,26029.86551,82852.26709
12523.32159,10466.91748,26112.44537,86237.35217
12809.37812,10533.93349,25045.8588,98253.02625
12708.01584,10400.32747,27174.35826,129432.6076
12367.46746,10138.4865,26646.64657,167134.4311
3162.984345,9648.658442,29755.96279,188976.7288
2974.19586,9497.542466,32683.724,147814.3231
2878.54886,9722.962628,30733.49819,87775.91453
2770.968637,9911.45178,29918.90865,65182.5003
2654.936092,9871.856465,29219.21384,49470.95595
2544.384207,9634.134274,25348.42996,41002.23034
2509.951842,9409.962636,19071.31426,30810.56525
2547.014799,9289.961959,12712.92311,21339.81927
2558.91681,9159.252115,8288.003861,16338.65824
2575.089371,9146.713699,5694.589378,12530.51024
2675.600592,9166.64887,5118.655427,12823.64496
2834.885855,9243.740765,6940.214012,11796.27015
2984.358472,9320.14058,11119.38558,18870.91411
6649.689677,9220.37265,22738.54503,26880.05398
7614.017488,9361.983896,27169.70498,48253.09661
8499.44368,9682.574905,28473.43567,54964.91623
9723.62455,10097.92922,25595.81886,53530.50024
10796.96145,10212.70493,26038.27793,60285.43733
11533.48849,10272.10965,27126.5394,72704.01261
12145.76791,10390.07309,26151.93823,82868.74377
12666.75112,10516.50377,26253.98505,86259.10398
12992.1279,10591.48665,25207.11624,98344.09082
12900.7724,10432.64801,27330.3893,129332.5357
12575.4934,10153.1856,26845.39956,166849.4304
3143.537577,9637.428877,29931.08028,188214.148
2948.616222,9462.397056,32779.23134,146783.051
2851.199313,9670.323013,30807.06782,87067.73463
2735.903116,9824.936105,29903.89513,64481.59905
2627.0846,9818.477299,29249.55387,49058.26544
2529.916628,9631.708109,25466.57636,40866.83483
2516.638434,9349.653951,19307.42973,32063.47361
2785.486801,8056.879221,13782.55569,36689.69207
2852.101043,8170.065465,8225.801233,23169.99948
2929.203027,8030.520804,6850.22785,19608.33982
3044.079427,7919.330584,6060.305871,16756.3882
3212.336028,7959.16616,5330.607005,12021.00397
3331.217117,7874.009604,7716.362664,13816.28366
7638.968665,7717.639591,13494.68366,8729.03081
8250.707457,7432.670174,25165.94021,15205.19803
9011.223993,7383.827286,32065.02951,28566.53753
9866.1479,7368.498581,39350.04288,49344.26499
10947.33722,7408.011561,41250.97672,68847.82952
11875.14133,7479.715618,40204.73556,88712.67528
12438.05073,7494.488433,38976.77133,109823.9209
12962.82367,7551.780331,39379.46023,115042.5158
13272.90656,7635.679229,38351.44694,118510.9147
13280.69738,7690.312906,36511.18204,125560.8339
12968.01894,7657.079019,34357.87381,135982.7632
3259.044753,7463.57299,37416.97371,126529.7162
3121.134059,7371.637503,38411.47283,139957.119
3068.242143,7486.561135,38495.61517,139750.3355
3048.274963,7718.462578,35677.24927,122089.9163
2929.476495,7711.914198,34715.23291,101754.318
2801.083913,7738.80547,32142.38379,87705.00909
2754.315637,7992.328495,23731.50832,64144.75776
2781.961762,7916.980588,14130.34033,39911.52109
2824.107749,8084.172814,8166.615933,22917.60302
2892.478769,7933.274252,6761.772405,19357.86156
3000.619798,7811.032982,5961.260638,16525.22928
3154.745267,7814.317195,5199.731204,11802.43315
3257.469673,7679.146504,7500.494096,13494.59162
6944.911858,7506.015088,13136.97911,8530.486036
7393.717141,7221.496172,24551.34903,14830.36444
8015.715592,7173.733043,31277.63314,27797.08443
8633.084063,7153.849884,38368.62777,47951.02097
9540.297355,7206.589479,40304.34083,67019.91235
10306.30114,7309.310648,39452.8669,86747.07885
10938.97145,7327.496778,38306.60399,107432.0584
11447.57889,7393.909488,38817.96599,112745.7442
11751.04888,7488.511215,37917.94432,116291.4008
11768.78985,7554.471555,36109.38341,123356.9642
11486.36987,7542.50891,34059.14103,133894.4677
3216.427516,7366.860778,37163.15089,124894.2141
3075.660047,7275.559291,38096.46859,137998.3919
3034.387583,7434.777729,38410.30462,138411.2633
3018.498484,7685.710693,35723.93988,121176.8213
2898.734095,7679.791462,34727.87016,100964.9904
2761.593705,7688.299468,32045.56889,86747.34591
2701.243168,8026.305988,23581.52098,62038.27362
2504.619522,9076.907688,13187.67448,24220.66547
2503.960531,9020.744217,8440.125846,16032.46138
2534.831864,9060.945295,5867.852063,12368.33618
2646.61719,9134.500509,5308.555325,12726.48847
2824.865772,9280.240824,7129.884608,11797.682
2988.755306,9410.623782,11350.50838,18979.40427
6862.634024,9366.813092,23171.50726,27222.3293
7962.767723,9541.82007,27741.42574,48980.12454
8948.209434,9876.134712,29197.3679,55820.36526
10266.85211,10318.9544,26363.9065,54442.92382
11426.01035,10448.97534,26900.5692,61386.14253
12243.30927,10529.38743,28025.74062,74250.43318
12930.56086,10657.17308,27049.73428,84816.14802
13487.70358,10779.75272,27088.34686,88333.59493
13843.92327,10849.86044,26075.62409,100735.3488
13730.48937,10687.6608,28213.25053,132513.6947
13365.40791,10406.63833,27714.33985,171003.168
3233.537734,9907.518134,31029.6328,193520.947
3047.606001,9776.221641,34039.72897,151653.0306
2944.781305,9990.678878,32040.13106,89897.71575
2832.287982,10185.51924,31238.30062,66758.9981
2701.69562,10124.54931,30420.5916,50495.65332
2583.609589,9874.676406,26379.90572,41763.67625
2547.497192,9643.996031,19928.6276,31357.03888
2559.09572,9475.462702,13603.51672,21574.71265
2577.806214,9357.706357,9079.782149,16545.81208
2600.138233,9361.13185,6346.728873,12718.00702
2705.271514,9382.755953,5706.658276,13024.94332
2872.705417,9478.155236,7527.026611,12013.16718
3038.149123,9598.183052,11814.24451,19312.05616
7201.046424,9521.390632,23830.44377,27600.73779
8381.707548,9660.044959,28448.63191,49418.91346
9557.056106,9954.904939,29856.36736,56117.38387
10987.6394,10358.3944,26983.64453,54492.74183
12212.91057,10458.91591,27612.48005,61286.34632
13111.35865,10536.20615,28779.31934,74071.17322
13912.10358,10648.4093,27888.4157,84475.82605
14567.70864,10754.02471,28046.80746,87839.60874
15005.33738,10815.11047,27172.83873,100186.9725
14934.06994,10645.19438,29468.26993,131834.5047
14598.1712,10354.41631,29193.2065,170042.6638
3203.89108,9864.763429,32700.31297,192611.1835
3034.840714,9770.24593,35820.8072,151590.2734
2944.455356,10012.84722,33724.13644,90142.09735
2835.591262,10208.61996,32717.98841,66974.5602
2719.600954,10181.64175,31878.02232,50885.66357
2612.365562,9955.218059,27721.59764,42190.72153
2576.82065,9720.482952,21046.84644,31674.24083
2582.023167,9554.008976,14431.53975,21727.98033
2601.288631,9425.101837,9760.560367,16658.26492
2625.802567,9425.467975,6908.108284,12800.34943
2735.461785,9451.391734,6194.027461,13129.18128
2910.027234,9555.183415,7968.22801,12110.14213
3064.805737,9649.788168,12231.40435,19423.14349
7535.76032,9540.462907,24284.26168,27669.88622
8834.051931,9657.216056,28934.11694,49418.95029
10294.81594,9963.058258,30513.38199,56121.87784
11954.36768,10396.94983,27852.20089,54690.17711
13371.80125,10512.54956,28731.75855,61685.07399
14391.4884,10591.2503,30009.00896,74823.49764
15288.33038,10698.99396,29147.90121,85445.31596
16036.85583,10822.5209,29394.86251,89148.18476
16465.67074,10871.76461,28476.37025,101505.8531
16381.70301,10709.48232,30801.17762,133644.9668
16026.94371,10434.48091,30437.99546,172573.5209
3258.812727,9930.646543,33963.85044,195362.1143
3094.739928,9846.924234,37139.01941,153959.0137
3000.752823,10087.36093,34953.84053,91388.94199
2885.808147,10268.16125,33899.8792,67897.78719
2757.72014,10216.99386,33083.13701,51416.60738
2640.44264,9968.978638,28841.50865,42489.04396
2607.656161,9742.960503,22088.20525,31941.99069
2636.552936,9609.787662,15155.36246,22035.47459
2655.001498,9490.411608,10389.27423,16897.07753
2679.619314,9492.374032,7430.891258,12965.16959
2791.016328,9521.538013,6634.154145,13316.78059
2961.781233,9614.724248,8365.889506,12252.01992
3115.899249,9701.120523,12649.79008,19678.77887
7804.035678,9579.341597,24844.32051,28078.188
9155.860228,9690.893286,29587.15289,50071.88323
10688.31462,10016.35605,31213.67249,56853.81285
12391.25594,10452.36525,28531.93403,55363.65231
13835.41054,10573.65512,29412.3623,62452.97113
14816.56093,10640.53264,30659.72442,75599.44889
15674.12957,10746.99001,29746.0685,86263.17169
16310.14344,10843.04027,29830.72826,89537.03779
16680.19591,10886.70149,28800.12867,101745.0864
16519.18721,10710.17383,31011.47691,133629.8444
16099.78701,10421.17647,30511.95292,172216.1539
3256.131939,9915.660165,33930.31356,194781.3073
3088.367911,9819.076296,37118.13918,153379.5552
2993.113713,10043.475,34948.37277,91014.31638
2874.854906,10219.09624,33895.38155,67538.04571
2751.323299,10174.61753,33102.3037,51238.89608
2640.472899,9929.523949,28948.99921,42426.93773
2609.313082,9700.518374,22222.60355,31901.86243
2652.973815,9597.726346,15215.76888,22116.18789
2669.181248,9476.203669,10375.689,16945.54079
2691.881765,9465.382824,7408.977506,12982.26366
2801.224007,9485.054409,6599.587414,13322.02011
2967.594311,9560.055524,8316.500425,12217.5893
3111.623569,9604.855452,12511.69651,19543.23628
7712.538185,9474.66219,24614.85223,27837.17265
9027.142432,9614.704934,29309.36184,49779.44629
10439.05872,9946.364373,30884.04709,56574.65941
12017.16545,10382.47781,28201.64777,55045.64589
13346.2241,10501.64444,29008.01452,61997.42773
14252.66395,10574.06815,30217.52477,74976.64644
15019.77591,10684.67681,29297.26481,85448.09204
15559.77145,10772.13437,29350.53188,88542.44853
15780.81662,10787.13524,28191.51762,100225.9206
15478.7474,10575.88933,30168.29858,130889.1555
14964.44722,10256.14063,29497.19109,167964.3708
3144.172069,9711.717251,32586.54885,188757.6431
2952.717326,9536.68857,35313.55748,147200.4039
2846.815844,9706.189125,33091.74802,86978.86778
2729.843662,9852.009159,31981.3952,64363.90633
2613.370033,9813.098467,31187.00383,48835.65598
2522.015773,9631.507522,27335.10896,40742.91751
2514.512764,9367.209822,21063.14793,32028.01364
2786.52821,8067.685796,15382.76295,36676.87031
2868.003048,8208.997041,9601.878153,23259.41122
2945.374683,8065.861737,8027.784355,19679.30193
3065.913326,7958.522515,7079.854807,16846.70449
3238.220268,7987.18136,6189.671207,12066.44663
3357.391429,7892.179807,8523.732215,13871.63084
8331.150032,7732.38488,14332.14393,8749.978743
9131.881033,7480.123937,26152.43902,15266.37635
10116.44488,7436.217976,33318.4972,28706.58508
11140.00866,7414.35459,40903.19303,49579.47788
12387.99033,7450.283887,43115.82982,69102.36431
13390.43952,7530.132816,42151.46874,89137.75835
13944.37534,7534.111081,40946.92652,110119.237
14467.13549,7562.630634,41327.66787,114901.1191
14726.66343,7622.48351,40245.80579,117955.448
14627.34895,7661.986734,38394.49909,124774.8074
14249.04305,7629.853894,36318.70552,135320.1779
3235.401379,7433.987613,39575.34224,125988.1397
3119.00757,7363.498487,40635.25006,140093.9492
3066.116719,7483.321987,40601.4481,139911.8076
3037.014554,7713.940364,37493.33784,121894.3197
2921.887474,7735.797167,36426.29452,101755.4709
2800.645908,7787.409455,33781.65656,87945.42275
2768.884391,8068.874397,25266.80299,64636.29666
2799.617294,7965.981389,15577.87715,40220.11003
2850.767112,8137.555967,9365.486527,23123.17177
2925.956632,7995.747806,7812.082762,19539.84438
3036.217974,7865.766313,6887.478106,16683.15954
3194.070238,7860.979201,6005.218982,11903.23825
3294.637172,7728.780534,8272.003313,13585.99033
7450.116032,7546.98844,14014.85817,8557.989457
8043.640942,7308.549033,25731.69388,14927.753
8854.815956,7282.417323,32825.31579,28026.33011
9672.458279,7292.951463,40373.10748,48556.95403
10770.34512,7353.417028,42725.15328,67888.32407
11670.82563,7485.944576,42063.8106,88126.08159
12400.47524,7516.128715,41012.86283,109199.8496
12879.23453,7593.603821,41623.14677,114568.543
13162.3438,7680.690834,40720.68408,117902.4056
13203.86857,7747.126513,39057.85043,125030.7023
12954.69043,7725.712285,37072.29024,135674.0029
3247.21747,7535.133118,40496.89409,126427.4474
3123.967273,7466.299639,41397.54301,140475.7008
3085.301401,7609.987674,41521.5362,140945.3235
3078.895725,7865.054817,38536.91804,123615.145
2968.704832,7869.669589,37420.14955,103345.2764
2839.193211,7886.532317,34565.2045,89072.5151
2782.9931,8232.642704,25674.35888,63856.62127
2587.966651,9369.279733,14770.64784,25005.50412
2595.783181,9314.403816,9604.992247,16573.94618
2628.829394,9342.268574,6787.51496,12769.16084
2740.434181,9380.824348,6094.484176,13110.91886
2913.965055,9482.087274,7851.526066,12080.53251
3078.089475,9587.914042,12058.37365,19383.49397
7426.917551,9496.961899,24120.4931,27632.40745
8633.174042,9667.451403,28780.78052,49650.46373
9793.425114,9999.660203,30323.95191,56495.12029
11206.28411,10420.99837,27535.05217,54867.80169
12443.76289,10536.45813,28253.60052,61648.64549
